firm_id,year,quarter,permno,qdate,crsp_mktcap,r1000_dummy,russell_index,rank_mktcap,cutoff_running_rank,distance_to_cutoff,distance_to_cutoff_sq,atq,saleq,seqq,cheq,leverage,cf,rd_intensity,sales_growth,log_analyst_coverage,BM,net_income_q,ROA,ROE,cash_ratio,stock_return_volatility,passive_pct_float,xrdq_change,sic2_1,sic2_10,sic2_13,sic2_14,sic2_25,sic2_26,sic2_27,sic2_28,sic2_29,sic2_30,sic2_32,sic2_33,sic2_34,sic2_35,sic2_36,sic2_37,sic2_38,sic2_39,sic2_48,sic2_49,sic2_50,sic2_51,sic2_59,sic2_73,sic2_78,sic2_79,sic2_80,sic2_82,sic2_87,sic2_99,year_1996,year_1997,year_1998,year_1999,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019
2,2008,1,10002,2008-03-28,1572.1339045100256,1,R1000,811,811,-189,35721,689.3948302668497,244.0989682647027,252.69228006556403,80.72160792656844,0.3451635434902948,-95.49293671987893,0.023781840886246155,-0.15227333173128743,2.6390573296152584,0.7227354166034091,-26.9197162510434,-0.039048329156491306,-0.1065316132493591,0.11709053271450101,0.12829255579866852,0.06573044598654418,0.010425666421648598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2009,4,10002,2009-12-28,1797.5479626829285,0,R2000,130,1130,130,16900,989.9527605398359,511.7751225786158,383.0431853361647,22.435593120485443,0.4076605750648089,171.8867515859969,0.024440029249817963,-0.05536666396271116,1.791759469228055,0.901014337772933,33.760402033313866,0.034103043477452216,0.08813732583099007,0.022663296689279376,0.07083167950282673,0.14895082693390804,-0.046534301311873666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2010,1,10002,2010-03-28,2360.156361118954,0,R2000,112,1112,112,12544,1541.0134254521056,586.8733193827014,878.4588994730767,404.03617537895144,0.4907634336509923,90.23126119298992,0.031096416265857654,-0.3016036450183232,2.1972245773362196,0.6505725492347738,24.75916754125251,0.016066808460146034,0.028184776266827877,0.26218861478148026,0.12583724777899907,0.15523908104821743,0.053378102411986504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2010,2,10002,2010-06-28,2181.5826872150983,0,R2000,100,1100,100,10000,868.8649409039785,263.5051526582966,250.43439924880224,174.66394479379488,0.1644216956133529,61.08871192678627,0.020981779825279382,-0.29170165946998233,2.1972245773362196,0.9744765628745279,-18.27065979364666,-0.021028193144308052,-0.07295587127188177,0.20102542589884248,0.06949204889944997,0.1979206038973481,0.047493671756425535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2016,1,10002,2016-03-28,2034.6610559435023,1,R1000,843,843,-157,24649,1212.5930349497569,245.77294948786215,737.994368718379,86.74768471710627,0.43419110729986016,-131.38995306684836,0.022625932194622025,-0.14254030549938113,1.9459101490553132,0.5880871731097371,-25.256963739403417,-0.020828887360754077,-0.034223789245526826,0.07153899306431412,0.09317536058326192,0.13783578024666038,-0.05127897928013898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,2008,4,10003,2008-12-28,2101.6626920032973,1,R1000,842,842,-158,24964,677.3522430633628,273.5434885624186,456.5230386097704,168.71160433242468,0.03885754261725691,-103.9123184703805,0.10401373341042416,0.05501301664117346,2.302585092994046,0.7450665738812297,63.017458178906814,0.09303498855175689,0.13803784880344946,0.24907513935351738,0.08951352962664295,0.08923397804712618,-0.018653287638897856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,2009,4,10003,2009-12-28,1423.749555280789,0,R2000,50,1050,50,2500,844.0409057276224,321.28995198392386,676.5517837131906,18.891297362145878,0.15781430222882814,86.67011240164858,0.09751351930869438,-0.05449928878838897,1.791759469228055,0.6878280599494095,26.950102494651908,0.031929853531706534,0.03983450068927291,0.022381968970876187,0.17922186462267325,0.1323000274352767,0.03271093755431815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,2014,2,10003,2014-06-28,1979.5424962078616,1,R1000,821,821,-179,32041,661.2939731206814,340.1698975092544,174.90492688179725,100.1537992333157,0.07419622711678564,68.32434655774254,0.12156458162977243,0.1892127433668922,2.1972245773362196,1.5259275071379268,0.2305158735731435,3.485830552565402e-4,0.0013179495722777938,0.15145125058479605,0.08723996555666899,0.10074904606817303,-0.06734394207491423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,2018,3,10003,2018-09-28,1817.3661243847532,0,R2000,17,1017,17,289,845.9052656347997,229.1095983115695,350.7916400440433,253.3449775459652,0.12609905816348152,107.54022878929455,0.1218887465853504,-0.013170830964571043,1.9459101490553132,1.0149280199630306,-26.251420790611682,-0.031033523323574078,-0.07483479591279801,0.2994956856733188,0.08400917657142665,0.24620763426279973,-0.2576471198043617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,2019,3,10003,2019-09-28,1914.1100434734785,0,R2000,55,1055,55,3025,1121.3712119958686,607.0421324977244,604.8783557277321,293.41787011181316,0.3645704584285978,56.15084516192073,0.11599239099046309,-0.013638223205139938,1.6094379124341003,0.6991114867161787,-56.23551008481989,-0.050148879767235435,-0.09296994933330467,0.2616598919010721,0.11465549499627234,0.2381723200276389,-0.17929070912509582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2019,4,10003,2019-12-28,2649.851499811873,0,R2000,84,1084,84,7056,1147.0699425962805,467.7262478494624,698.8076946453328,330.06046797365246,0.20107683765093967,0.35438616584977795,0.11279812144424468,0.11143242500978165,2.3978952727983707,0.7293214333629909,-89.6154434735767,-0.07812552674054114,-0.1282404932862959,0.2877422341192141,0.19688235348466113,0.20563097942601113,-0.21902279108370482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,1996,4,10004,1996-12-28,10266.21731793012,0,R2000,238,1238,238,56644,5333.15198597949,3232.4732561693395,3521.594608002091,391.05052440339006,0.25595734911279383,255.6295495422328,0.09007664546664162,0.09436874354931851,1.3862943611198906,0.810599832530431,-51.34084497489356,-0.009626735767115827,-0.014578862898708491,0.07332446655025705,0.11966340111798585,0.0536022045681467,0.04920937558297586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2003,2,10004,2003-06-28,9655.863679499684,1,R1000,853,853,-147,21609,3370.679261204581,1614.231390060294,1673.363850162622,1000.4677341059829,0.41737457511249254,287.05986133493104,0.12308131367643854,-0.0829400216941158,1.6094379124341003,0.7838774744466777,207.55740963560035,0.06157732419827613,0.12403603054734891,0.2968148721894249,0.1475019655409748,0.058328330229242276,-0.012614333752748588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2005,2,10004,2005-06-28,11268.899331132683,0,R2000,29,1029,29,841,6778.149958998222,1305.5730547874332,5716.427526542311,1926.718186152726,0.19971948250315244,71.71179650921913,0.11621230743139929,0.05543994295073949,1.9459101490553132,0.3791599882245913,76.97498111584156,0.011356340827729058,0.01346557456705855,0.2842542873509228,0.06203625870434261,0.12270583281096306,-0.038948888464164916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2011,1,10004,2011-03-28,9531.522957734533,0,R2000,161,1161,161,25921,3673.301555677749,1134.9811665279717,2578.414502796525,591.1551289151415,0.33936249263481627,78.78026313821431,0.09378819896608812,-0.009843594507158507,1.791759469228055,0.805942746519251,-21.250137167590967,-0.0057850238662668614,-0.008241551986518561,0.1609329155134037,0.07130186351224835,0.2121806492204196,0.0888196126196629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,2013,1,10004,2013-03-28,7280.131213597838,1,R1000,847,847,-153,23409,2358.3313791277765,1016.3010172954769,1422.3116272997268,237.0092699151005,0.09569576857081127,-42.92027046933121,0.10192175184455758,0.1083391397581698,2.1972245773362196,0.42864221155020293,-108.36542671558585,-0.0459500423369953,-0.0761896511535371,0.10049871362978592,0.09625291438820523,0.11800580147419298,-0.1476525166484476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,2015,1,10004,2015-03-28,9221.340908136655,1,R1000,991,991,-9,81,4855.305098436728,1148.2966991003675,3176.2789739922155,1091.849171997826,0.21900162903351778,95.060091668096,0.09328435619510833,0.025420919773319166,2.0794415416798357,0.8835822048986905,279.5115036943208,0.05756826770460124,0.08799967067848803,0.22487756173126397,0.16660045831071404,0.13782032400816777,-0.04995535045117111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,2018,1,10004,2018-03-28,13365.27754236961,1,R1000,755,755,-245,60025,4646.744477208617,2692.490070839256,1753.0743403351494,1187.6009211059647,0.5143106475136828,573.7388615182546,0.09873204455546533,-0.04887092384786156,2.3978952727983707,1.5545627706032907,1.3300096815325948,2.8622397638949915e-4,7.586727219327881e-4,0.25557698016986247,0.18427360593284609,0.1587875850577684,-0.038634638545626196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,1997,4,10005,1997-12-28,1886.0130059181345,0,R2000,159,1159,159,25281,552.2398308094442,178.97942554001858,458.55990144688656,170.2383678408847,0.17647072871396285,-23.33762881418629,0.1044202118191265,-0.28832213133269924,1.791759469228055,0.7314345902256527,16.52357563001614,0.02992101385696274,0.036033625220782656,0.3082689048186876,0.09594917729921537,0.043620067484758024,-0.10362023934512879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1999,3,10005,1999-09-28,1227.8515439661817,0,R2000,119,1119,119,14161,694.55293660147845,441.1830428137455,517.7820282888131,137.2834398035892,0.09007316764412071,-50.65220303821363,0.10645893088729896,-0.13195340876269016,1.9459101490553132,0.5342907503519967,10.089791943525597,0.014527030859441794,0.019486562669760378,0.19765727357706053,0.09936301955175386,0.04798521152555973,-0.1077165576899374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2001,3,10005,2001-09-28,1493.6017377142505,0,R2000,2,1002,2,4,533.8711433498107,98.60160230401759,276.3806294135126,138.44562862086474,0.45994377961114397,23.55436070436913,0.11422470859539989,-0.40971920783825416,0.6931471805599453,1.404664876060324,-7.830983777492142,-0.014668303157117844,-0.0283340543586926,0.25932405290193855,0.28372445021505227,0.05010128533288187,0.0705798129061117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2003,1,10005,2003-03-28,1447.8408799325555,0,R2000,169,1169,169,28561,517.43595977024,105.1216057162601,301.2239441617824,166.52271324110058,0.2163962973429779,56.04854179063995,0.09039353728888636,-0.1596208368088181,2.1972245773362196,1.0711809688068228,28.011954140058762,0.054136079279254325,0.09299378314034028,0.32182284608716144,0.1313114110905226,0.05347088459613972,-0.056168579691120095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2007,1,10005,2007-03-28,1457.1862270876295,0,R2000,17,1017,17,289,471.8765174692796,140.21117633964877,350.2807143884245,14.127868291736077,0.2754075818463226,18.233966146209365,0.10711768086480179,-0.14094486664713568,2.0794415416798357,0.7944134785447187,21.469930839298552,0.04549904486547437,0.061293499634383686,0.029939757052343335,0.0946856802192226,0.11238277966639032,0.17419880527023446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,2014,1,10005,2014-03-28,1631.5334187130127,1,R1000,850,850,-150,22500,766.2264674307826,326.4558107454461,612.136872615186,201.08244088819063,0.03666714516069098,40.71922144187784,0.10765193222626981,-0.17303877798354905,1.9459101490553132,0.3778160714311372,23.267144155638697,0.030365884166929466,0.03800970860689414,0.26243212605593724,0.20179482686924413,0.11967166379582116,-0.12540646474898176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,2014,2,10005,2014-06-28,2113.405350343142,0,R2000,62,1062,62,3844,783.7298379648857,253.19167701279142,294.3614906861227,118.3082042937943,0.3257337970678352,3.4879003151802137,0.11423041455855712,-0.12207190839531208,2.0794415416798357,0.42631256207761675,44.73595351417774,0.057080834934578675,0.15197624325757894,0.15095534017309545,0.07823049488559557,0.20136195540977256,-0.047518981333318895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,1996,4,10006,1996-12-28,2589.582389201457,1,R1000,757,757,-243,59049,791.4136926146734,228.1950568574651,305.22951948882826,44.785137870223465,0.3930106757288473,14.60066990101863,0.2249531149289584,-0.11592015252588941,1.9459101490553132,0.8866148655799291,-73.81563814415837,-0.09327061034322794,-0.24183649821215966,0.056588783196639264,0.10929700224034651,0,0.11779670074223496,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1999,1,10006,1999-03-28,2392.061555764366,0,R2000,100,1100,100,10000,792.204734021804,435.72259905090834,327.0918380130642,177.05629143915397,0.16348133600962958,92.8701829314379,0.21214724969899534,-0.06176142366923671,1.0986122886681098,0.38875110829151494,61.12141784574823,0.07715356298800655,0.18686317034699904,0.2234981486923061,0.16358991950807483,0.08220610500838058,-0.07592030867593129,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2001,1,10006,2001-03-28,1869.8392774627805,1,R1000,990,990,-10,100,538.3858487937069,320.58901544097534,384.23809186785195,25.12309645687619,0.5195497997893804,14.016203541327366,0.2388826376891768,-0.052132920592393515,1.0986122886681098,0.45274090387943344,1.2152079428034983,0.0022571320281286385,0.003162643081262842,0.046663738493807616,0.40152607050085914,0.014009589234077309,0.039936930832414674,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2006,3,10006,2006-09-28,2334.3565776060386,1,R1000,919,919,-81,6561,756.084255702107,200.02203249990092,214.65918243960473,236.76345025598397,0.23298166252344443,-48.20130617345656,0.23600710798406405,0.017046988639011523,1.9459101490553132,1.1473798695223023,92.3275476765178,0.12211277642698902,0.43011226739622255,0.31314426728291433,0.16197451824518497,0.05000401695116233,-0.010358090708388779,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2007,4,10006,2007-12-28,3257.0930756605444,1,R1000,842,842,-158,24964,1228.8477367496344,295.59390704762126,1018.9792253616233,173.35391585139647,0.40048714901735,-71.26253751694131,0.23004015301828723,-0.023297889730604218,2.3978952727983707,0.7954331439825696,63.631872591685045,0.05178173885073396,0.06244668292339608,0.1410702975373715,0.09616332093878575,0.053043344953865985,0.051940432677028164,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,2011,3,10006,2011-09-28,2407.9141123002887,1,R1000,798,798,-202,40804,1171.9920064620514,399.09608129535354,737.5866980378034,177.92191311362575,0.07315184807209821,103.2835222658743,0.21790575094424972,-0.0010903896186536255,2.302585092994046,0.42954073978306195,35.33808993442953,0.030152159519505874,0.047910421959125885,0.15181154148885978,0.11334176714703045,0.1079853383962675,-0.07164956799768708,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,2019,1,10006,2019-03-28,2760.5257268367795,1,R1000,970,970,-30,900,841.862795738779,189.3310221462984,676.9193437688225,62.314197828335814,0.39248578886380214,-32.89742140126529,0.22749607228061772,-0.21665635563675928,1.6094379124341003,1.0896167286605862,-4.236187245291947,-0.00503192119515683,-0.006258038397464772,0.07401942233787849,0.07704721181609082,0.1883225059562858,-0.10581052253319999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1997,4,10007,1997-12-28,2376.307641130262,1,R1000,783,783,-217,47089,757.5782862114843,377.8004391880453,502.67910314099754,87.5448456095548,0.6226484811537254,-67.06036539250715,0.07607022703060479,-0.016108676252526814,1.791759469228055,0.47015076571482367,-17.689180421120536,-0.023349640219469614,-0.03518980659945767,0.11555881049251182,0.06775682890552238,0,0.1677921281097279,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
